TITLE,ID,CONTENT_ID,IMAGE_URL,CREATE_TIMESTAMP,IMPRESSIONS,CLICKS,CLICKTHROUGH_RATE_PERCENT,UNIQUE_IMPRESSIONS,UNIQUE_CLICKS,UNIQUE_CLICKTHROUGH_RATE_PERCENT,EXPOSURE_RATING,UTILITY_RATING,date
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,3,2,66.67,3,1,33.33,1,2,5/9/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,5,1,20,4,1,25,1.25,1,5/10/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,11,1,9.09,6,1,16.67,1.83,1,5/11/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,6,1,16.67,3,1,33.33,2,1,5/12/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,7,2,28.57,3,2,66.67,2.33,1,5/13/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,2,2,100,1,1,100,2,2,5/14/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,3,1,33.33,3,1,33.33,1,1,5/15/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,10,2,20,7,2,28.57,1.43,1,5/16/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,5,1,20,3,1,33.33,1.67,1,5/17/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,12,1,8.33,6,1,16.67,2,1,5/18/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,11,1,9.09,3,1,33.33,3.67,1,5/19/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,7,0,0,4,0,0,1.75,0,5/20/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,43,5,11.63,26,5,19.23,1.65,1,5/21/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,6,0,0,5,0,0,1.2,0,5/22/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,8,1,12.5,6,1,16.67,1.33,1,5/23/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,8,0,0,4,0,0,2,0,5/24/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,5,0,0,2,0,0,2.5,0,5/25/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,1,0,0,1,0,0,1,0,5/26/2024
ARENA BAGPOLICY,ARENA_BAGPOLICY|348908|ARENA_BAGPOLICY|346343,WNBA CON || ARENA BAGPOLICY || 1704816443.050599,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_07BagPolicy.png,45:31:00,2,0,0,1,0,0,2,0,5/27/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,13,0,0,7,0,0,1.86,0,3/26/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,9,0,0,5,0,0,1.8,0,3/27/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,25,1,4,14,1,7.14,1.79,1,3/28/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,1,0,0,1,0,0,1,0,3/29/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,10,0,0,4,0,0,2.5,0,3/30/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,7,0,0,3,0,0,2.33,0,3/31/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,7,0,0,2,0,0,3.5,0,4/1/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,6,0,0,1,0,0,6,0,4/2/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,5,0,0,2,0,0,2.5,0,4/3/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,6,0,0,3,0,0,2,0,4/4/2024
